#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
indoromename;Indo-Roman Empire's Name;;;;;;;;;x
ireevntthirtytwo.1;This trial was only the beginning. Roman blood will drown the [offmap_china.Ruler.Culture.GetName] [offmap_china.Ruler.GetTitle].;x
ireevntthirtytwo.2;They did as I commanded... What should they have expected?;x

EVTNAMEireevntthirtyfour;The Eastern Invasion;x
EVTDESCireevntthirtyfour;While trenches are being dug around the city, I receive news from a supposedly trustworthy [offmap_china.Ruler.Culture.GetName] defector, claiming that the reason for the [offmap_china.Ruler.Culture.GetName] army's premature withdrawal was a number of uprisings in [Root.GetRandomChineseRegion] and several other [offmap_china.Ruler.Culture.GetName] provinces, devastating the local infrastructure and taxation. Apparently the [offmap_china.Ruler.Culture.GetName] [offmap_china.Ruler.GetTitle] didn't think we were worth the manpower.;x
ireevntthirtyfour.1;This was their first mistake! Time to go on the offensive.;x

EVTNAMEireevntthirtyfive;The Eastern Invasion;x
EVTDESCireevntthirtyfive;My reinvigorated troops march across China, reinforced by [offmap_china.Ruler.Culture.GetName] mercenaries and sympathetic peasants. The few [offmap_china.Ruler.Culture.GetName] armies we encounter are disorganized and damaged, clearly victims of the ongoing civil war. As the Chinese capital grows ever closer, I'm beginning to wonder just what my plan is in this most opportune scenario...;x
ireevntthirtyfive.1;The age of the [offmap_china.GetFullName] will end with my beginning.;x
ireevntthirtyfive.2;We'll take advantage of the chaos, loot what we can, then return home.;x

EVTNAMEireevntthirtysix;The Civil War;x
EVTDESCireevntthirtysix;We are a week's march away from the capital of [offmap_china.GetFullName]. We've encountered several rival [offmap_china.Ruler.Culture.GetName] armies, each one vying for regional power. Our goal is simple, take the capital, continue the conquests. I have already taken several strategically located cities. A path into the heart of China has been made clear. I need only to follow it.;x
ireevntthirtysix.1;It will be the seat of this new house of mine.;x

EVTNAMEireevntthirtyseven;The Civil War;x
EVTDESCireevntthirtyseven;We've reached the capital, and it's quite possibly the perfect storm. Our army now numbers in the hundreds of thousands. Countless other [offmap_china.Ruler.Culture.GetName] warlords and armies have gathered here today, each one partaking in their own violent series of clashes against each other. I'm watching from a hilltop. The apocalyptic image I see before me is indescribable.;x
ireevntthirtyseven.1;All these grand armies... And only mine will triumph.;x

EVTNAMEireevntthirtyeight;The Civil War;x
EVTDESCireevntthirtyeight;Countless armies, as far as the horizon. I have not seen numbers this great since the western campaign, or my dreams of old Rome. The palace is close, I need only to swallow my fear and lead my troops in the grand assault. I'll need to use every trick I can in order to win this battle. If I can just get to the palace's defenses in time... Then perhaps victory will be ours.;x
ireevntthirtyeight.1;Roman arms will prevail!;x
ireevntthirtyeight.2;I'll send Cadius and his men on a suicide charge to buy us time.;x
ireevntthirtyeight.3;Now, I come as lightning.;x

EVTNAMEireevntthirtynine;The Eastern Invasion;x
EVTDESCireevntthirtynine;This battle has proven itself to be the ultimate test of our abilities as tacticians and strategists. It seems as though each army is fighting on three separate fronts. Alliances are spontaneously built and shattered in the span of mere minutes. [offmap_china.Ruler.Culture.GetName] loyalists, regional warlords, provincial rebels, and of course, us. We're steadily moving our force to the imperial pala-*thwack*;x
EVTDESCireevntthirtynine_B;This battle has proven itself to be the ultimate test of our abilities as tacticians and strategists. It seems as though each army is fighting on three separate fronts. Alliances are spontaneously built and shattered in the span of mere minutes. [offmap_china.Ruler.Culture.GetName] loyalists, regional warlords, provincial rebels, and of course, us. We're steadily moving our force to the imperial palace.;x
ireevntthirtynine.1;No! No! I was so close! So close!;x
ireevntthirtynine.2;To the palace! Carpe noctem!;x

EVTNAMEireevntforty;The Imperial Palace;x
EVTDESCireevntforty;As the last of the [offmap_china.Ruler.Culture.GetName] Palace Guards are slain by my men, I walk through the now empty throne room, passing by the seat of power that will soon be mine. While searching for the [offmap_china.Ruler.GetEmperorEmpress], I soon find myself in a majestic garden. Before me I see a [offmap_china.Ruler.GetGirlWomanBoyMan] in truly fine silk robes, seated in front of a gaming table. I'm taken aback when [offmap_china.Ruler.GetSheHe] gestures to me, inviting me over, in perfect Latin no less.;x
ireevntforty.1;Not the reception I expected...;x

EVTNAMEireevntfortyone;The Imperial Palace;x
EVTDESCireevntfortyone;'The end times have come to the doorstep of your palace, and you're in a garden playing board games by yourself?' I scoff at who I quickly realise is the [offmap_china.Ruler.Culture.GetName] [offmap_china.Ruler.GetEmperorEmpress]. Upon hearing my words, [offmap_china.Ruler.GetSheHe] gives me a faint smile, still looking down at the table with regretful longing. I see no fear in this [offmap_china.Ruler.GetGirlWomanBoyMan]'s eyes. Only regret. The kind of regret I would expect to see from someone on their deathbed.;x
ireevntfortyone.1;You know why I'm here, let's get this over with.;x
ireevntfortyone.2;Perhaps you would like to have one last game, my [offmap_china.Ruler.GetChineseComplimentAdjective] [offmap_china.Ruler.GetTitle]?;x

EVTNAMEireevntfortytwo;The Aftermath;x
EVTDESCireevntfortytwo;I leave the palace garden, with a freshly bloodstained spatha, and a strange feeling of regret. Before me lies a battlefield of a hundred thousand bodies, each one ruthlessly sacrificed in a bid for hegemony over the Middle Kingdom. But they're dead, and I'm not. I am still here. I am still alive. And I am virtually victorious. Vae victis.;x
ireevntfortytwo.1;Vanitas vanitatum. Omnia vanitas.;x
ireevntfortytwo.2;I will rule from the west. The east goes to my [wallyheir.GetSonDaughter].;x
ireevntfortytwo.3;I must consolidate my new reign here.;x

EVTNAMEireevnthektoriosplan;A Proposal from Hektorios;x
EVTDESCireevnthektoriosplan;I'm enjoying a nice cup of tea in the palace garden one day, when Arvid Hektorios approaches me, slamming a map onto the bench and eagerly informing me of his ambitions to travel further west. He hopes to establish an imperial dominion beyond the newly-conquered Indus. I must admit, Hektorios has already made great efforts to see this expedition come to fruition. He's already assembled a sizeable retinue of his own troops, as well as a fleet of his own ships. Though I've learned to be skeptical of the ambitions of my generals, Hektorios has shown himself to be a reliable and loyal sort in the past, always seeking to further the glory and prestige of the empire. He promises that all land that he conquers will be directly integrated into the empire.;x
ireevnthktrios.1;Direct integration you say?;x
ireevnthktrios.2;What a glorious journey he will have! How I envy him.;x
ireevnthktrios.3;No. The barbaric lands beyond the Indus are of no concern to us.;x

EVTNAMEireevntfortythree;Final Preparations;x
EVTDESCireevntfortythree;Our journey to the west is ready to begin. The Emperor of the Romans has given us [red_indo_emperor.GetHerHis] blessing. As we are already celebrating the night before we are to set sail, me and my officers are discussing the details on where exactly our expedition intends to land.;x
ireevntfortythree.1;We can spare ourselves the seasickness by crossing the Indus into Persia.;x
ireevntfortythree.2;Arabia calls! It shall belong to the Romans!;x
ireevntfortythree.3;Naturally, we desire Christian subjects to rule over.;x


EVTTITLE_indo_rome_KOWTOW;The Eastern Expedition;Se prosterner devant la Chine;Kotau vor China;;Postrarse ante China;;;;;;;;;x
EVTDESC_indo_rome_15003;'Aaah, travelers from Daqin!' a military [wallys_chinese_mercenary.GetManWoman] exclaims, emerging alongside a group of soldiers from the trees surrounding our camp. 'I am [wallys_chinese_mercenary.GetTitledFirstName]. We are here to escort my [Root.GetLordLady], the Roman diplomat, to [Root.GetRandomChineseRegion].' [wallys_chinese_mercenary.GetSheHeCap] gestures for [Root.GetHerHis] troops to join my entourage for the evening.;« Oyé, compagnons de voyage ! », s'exclame un[wallys_chinese_mercenary.Get_E] [wallys_chinese_mercenary.GetManWoman] militaire, sorti[wallys_chinese_mercenary.Get_E] du bois entourant notre camp, accompagné[wallys_chinese_mercenary.Get_E] d'un groupe de soldats. « Je suis [wallys_chinese_mercenary.Get_le_TitledFirstName]. Nous sommes ici pour escorter M[Root.GetOnA][Root.GetLordLady] [Root.GetLordLady] en [Root.GetRandomChineseRegion] ».' [wallys_chinese_mercenary.GetIlElleCap] fait signe à ses troupes de se joindre à mon groupe pour la soirée.;"Aaah, weitere Reisende!", ruft [wallys_chinese_mercenary.Geteineine] militärische[wallys_chinese_mercenary.GetrMale] [wallys_chinese_mercenary.GetManWoman] und taucht aus einer Gruppe Soldaten zwischen den Bäumen auf, die unser Lager umgeben. "Ich bin [wallys_chinese_mercenary.GetTitledFirstName]. Wir sind hier, um m[Root.Geteineneine] [Root.GetLordLady] nach [Root.GetRandomChineseRegion] zu eskortieren". [wallys_chinese_mercenary.GetSheHeCap] gestikuliert Richtung [Root.GetHerHis]er Truppen, um gemeinsam weiter zu reisen.;;'¡Amigos viajeros!', exclama un soldado saliendo de entre los árboles con un grupo de soldados. 'Soy [wallys_chinese_mercenary.GetTitledFirstName]. Estamos aquí para escoltar a mi [Root.GetLordLady] a [Root.GetRandomChineseRegion]'. Hace que sus tropas se unirán a mi séquito esta tarde.;;;;;;;;;x

orient_china;Orient;Chine Orient;Orient;;Orient;;;;;;;;;xÿ
