#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#By Nick Robertson

ca_culture_indogreek_1_desc;An elephant is a temperamental and difficult beast to train for war under the best conditions. An elephant surrounded by a field of pikes and spears is even worse, but few can argue with the end result - a wall of spears backed by grey behemoths, able to shrug off nearly any charge.;Un éléphant est une bête capricieuse et difficile à dresser pour la guerre dans les meilleures conditions. Un éléphant entouré d'un champ de piques et de lances est encore pire, mais peu de gens peuvent contester le résultat final - un mur de lances soutenu par des mastodontes gris, capables d'ignorer presque toutes les charges.;Ein Elefant ist ein temperamentvolles Tier, das unter den besten Bedingungen nur schwer für den Krieg trainiert werden kann. Ein Elefant, der von einem Feld aus Spießen und Speeren umgeben ist, ist noch schlimmer, aber nur wenige können das Endergebnis bestreiten – eine Wand aus Speeren, unterstützt von grauen Ungetümen, die in der Lage sind, fast jeden Angriff abzuwehren.;;Un elefante es una bestia temperamental y difícil de entrenar para la guerra en las mejores condiciones. Un elefante rodeado por un campo de picas y lanzas es aún peor, pero pocos pueden discutir el resultado final: un muro de lanzas respaldado por gigantes grises, capaces de ignorar casi cualquier carga.;;;;;;;;;x

ca_culture_scythian_group_1;Scythian Hunting Lodge;Pavillon de Chasse Scythe;Skythisches Jagdschloss;;Pabellón de Caza Escita;;;;;;;;;x
ca_culture_scythian_group_2;Scythian Hunting Lodge;Pavillon de Chasse Scythe;Skythisches Jagdschloss;;Pabellón de Caza Escita;;;;;;;;;x
ca_culture_scythian_group_3;Scythian Hunting Lodge;Pavillon de Chasse Scythe;Skythisches Jagdschloss;;Pabellón de Caza Escita;;;;;;;;;x
ca_culture_scythian_group_4;Scythian Hunting Lodge;Pavillon de Chasse Scythe;Skythisches Jagdschloss;;Pabellón de Caza Escita;;;;;;;;;x
ca_culture_scythian_group_1_desc;Far from the centers of Scythian civilisation nobles gather for hunt and sport, to train their bodies and horses, their archery and lancepoint. Such skills are of great use when the time comes for war.;Loin des centres de la civilisation scythe, les nobles se rassemblent pour la chasse et le sport, pour entraîner leurs corps et leurs chevaux, leur tir à l'arc et leur pointe de lance. De telles compétences sont d'une grande utilité lorsque vient le temps de la guerre.;Weit entfernt von den Zentren der skythischen Zivilisation versammeln sich Adlige zur Jagd und zum Sport, um ihre Körper und Pferde, ihr Bogenschießen und ihre Lanzenspitzen zu trainieren. Solche Fähigkeiten sind von großem Nutzen, wenn die Zeit für den Krieg kommt.;;Lejos de los centros de la civilización escita, los nobles se reúnen para la caza y el deporte, para entrenar sus cuerpos y caballos, su tiro con arco y su punta de lanza. Tales habilidades son de gran utilidad cuando llega el momento de la guerra.;;;;;;;;;x

ca_culture_group_royal_scythian_1;Thagi-Bajzæyat Lodgings;Logements Thagi-Bajzæyat;Thagi-Bajzæyat Unterkünfte;;Alojamientos Thagi-Bajzæyat;;;;;;;;;x
ca_culture_group_royal_scythian_2;Thagi-Bajzæyat Lodgings;Logements Thagi-Bajzæyat;Thagi-Bajzæyat Unterkünfte;;Alojamientos Thagi-Bajzæyat;;;;;;;;;x
ca_culture_group_royal_scythian_3;Thagi-Bajzæyat Lodgings;Logements Thagi-Bajzæyat;Thagi-Bajzæyat Unterkünfte;;Alojamientos Thagi-Bajzæyat;;;;;;;;;x
ca_culture_group_royal_scythian_4;Thagi-Bajzæyat Lodgings;Logements Thagi-Bajzæyat;Thagi-Bajzæyat Unterkünfte;;Alojamientos Thagi-Bajzæyat;;;;;;;;;x
ca_culture_group_royal_scythian_1_desc;Heavily armoured and skilled with both the traditional Scythian weapons - the lance and the bow - the nobility of Scythia bring terror to all their foes when they ride forth. These quarters offer shelter, hospitality, and a chance for advancement for all such local notables.;Lourdement blindée et douée pour les deux armes scythes traditionnelles - la lance et l'arc - la noblesse de Scythie sème la terreur sur tous ses ennemis lorsqu'elle chevauche. Ces quartiers offrent un abri, une hospitalité et une chance d'avancement pour tous ces notables locaux.;Schwer gepanzert und geübt im Umgang mit den beiden traditionellen skythischen Waffen – der Lanze und dem Bogen – bringen die Adligen von Skythen all ihren Feinden Schrecken, wenn sie ausreiten. Diese Viertel bieten Schutz, Gastfreundschaft und Aufstiegschancen für all diese lokalen Persönlichkeiten.;;Fuertemente armados y hábiles con las armas tradicionales escitas, la lanza y el arco, la nobleza de Scythia infunde terror a todos sus enemigos cuando avanzan. Estos barrios ofrecen refugio, hospitalidad y una oportunidad de progreso para todos los notables locales.;;;;;;;;;x

#Retinues

RETTYPE_CUL_PLASHURII;Plashurii Camelry;Chameaux;Plashurii Kameleriege;;Camellos Plashurii;;;;;;;;;x
RETTYPE_CUL_CHALDEAN;Chaldean Shieldbearers;Porte-boucliers Chaldéens;Chaldäische Schildträger;;Portadores de Escudos Caldeos;;;;;;;;;x
RETTYPE_CAT_PUNIC_ELEPHANT;Carthaginian Elephants;Eléphants Carthaginois;Karthagisches Elefanten;;Elefantes Cartagineses;;;;;;;;;x
RETTYPE_CUL_PUNIC_MARINES;Punic Marines;Marines Puniques;Punische Marinesoldaten;;Marines Púnicos;;;;;;;;;x
RETTYPE_CUL_ETRUSCAN;Crested Helms;Helm à Crête;Helm mit Haube;;Yelmos Crestados;;;;;;;;;x
RETTYPE_CUL_PIE;Slingers;Slinger;Slinger;;Eslingas;;;;;;;;;x
RETTYPE_CUL_GALLIC;Trimarkisian Knights;Chevaliers Trimarkisiens;Trimarkisische Ritter;;Caballeros Trimarkisianos;;;;;;;;;x
RETTYPE_CUL_GALATIAN;Galatian Swordsmen;Épéistes Galates;Galatische Schwertkämpfer;;Espadachines de Galacia;;;;;;;;;x
RETTYPE_CUL_DACIAN;Haches daces;Haches Daces;Dakische Axtkämpfer;;Hombres con Hacha Dacios;;;;;;;;;x
RETTYPE_CUL_ISTROGOTHIC;Gothic Cavalry;Cavalerie Gothique;Gotische Kavallerie;;Caballería Gótica;;;;;;;;;x
RETTYPE_CUL_VANDAL;Vandals;Vandales;Vandalen;;Campamento de Vándalos;;;;;;;;;x
RETTYPE_CUL_ICENIAN;Icenian Chariots;Chars Icéniens;Icenische Streitwagen;;Carros de Islandia;;;;;;;;;x
RETTYPE_CUL_WUSUN;Wusun Free Riders;Cavalier Libre de Wusun;Wusun-Trittbrettfahrer;;Jinete Libre de Wusun;;;;;;;;;x
RETTYPE_CUL_BACTRIAN;Oasis Guard;Garde de L'Oasis;Oasenwache;;Guardia del Oasis;;;;;;;;;x
RETTYPE_CUL_CAUCASIAN;Cave Warrior;Guerrier des Cavernes;Höhlenkrieger;;Guerrero de las Cavernas;;;;;;;;;x
RETTYPE_CUL_ANCIENT_EGYPTIAN;Nile Archers;Archer du Nil;Nil Bogenschützen;;Arquero del Nilo;;;;;;;;;x
RETTYPE_CUL_INDOGREEK;Grey Phalanx;Grises Phalanx;Graue Phalanx;;Phalanx Grises;;;;;;;;;x
RETTYPE_CUL_SCYTHIAN_OUTRIDERS;Scythian Outriders;Cavaliers Scythes;Skythische Vorreiter;;Escoltas Escitas;;;;;;;;;x
RETTYPE_CUL_SCYTHIAN_NOBLES;Thagi-Bajzæyat;Thagi-Bajzæyat;Thagi-Bajzæyat;;Thagi-Bajzæyat;;;;;;;;;x

